ref,addr:street,addr:housenumber,name,operator,ref:vatin,addr:postcode,addr:city,start_date
2253,Via Roma,98,Fiameni Dr.Achille,Fiameni dottoressa Maria Chiara,IT01527250193,26018,Trigolo,2011-01-09
2254,Via Bissolati,1,Bandera Snc,"Bandera Maria Cristina, Bandera Donatella e C.",IT01293570196,26039,Vescovato,2005-01-01
2255,Viale Europa,73,Comunale Ombriano - Sabbioni,,IT01141210193,26013,Crema,2010-01-10
2256,Via Cappellazzi,1/C,Comunale Cremanuova,,IT01141210193,26013,Crema,2010-01-10
2257,Via Pagliari,1,Persichello,,IT01457410197,26043,Persico Dosimo,2010-01-09
2258,Via Cremona,3,Vergine,Rizzi dottoressa Luisa Maria Stella,IT01355520196,26013,Crema,2005-01-01
2259,Via San Biagio,4,De Maestri Marcello,,IT00758970198,26010,Izano,2005-01-01
2260,Piazza Giuseppe Garibaldi,49,Bertolini Giorgio,,IT01227630199,26013,Crema,2006-01-06
2261,Piazza Roma,15,Melegari Ettorina,,IT00817300197,26044,Grontardo,2005-01-01
2262,Via Anelli,9,Stellari Tiziano,,IT00843060195,26020,Casalmorano,2005-01-01
2263,Piazza della Pesa,2,Sagrada Modesto,,IT00856210190,26010,Pianengo,2005-01-01
2264,Via Berlinguer - c/o Centro Commerciale,,Ceriali  Snc,,IT01447710193,26030,Gadesco-pieve Delmona,2010-01-04
2265,Via Roma,8,Farmacia Antonietti,Licia Antonietti e C. Snc,IT01627700196,26010,Casale Cremasco-vidolasco,2017-01-07
2266,Piazza Europa,4,Strada Giuseppe,,IT00856390190,26010,Capralba,2005-01-01
2267,Via Roma,33/A,Invernizzi Giuseppe,,IT00857220198,26010,Credera Rubbiano,2005-01-01
2268,Piazza Giuseppe Garibaldi,1,Centrale - Dr. Segalini,,IT00863260196,26015,Soresina,2005-01-01
2269,Via Vignali,1,Stracchi Adriano,,IT00860660190,26010,Monte Cremasco,2005-01-01
2270,Via Mazzini,2,Cauzzi Emanuele,,IT00867760191,26035,Pieve San Giacomo,2005-01-01
2271,Via Giuseppe Garibaldi,93,Pasquali Giuseppina,,IT00879030195,26031,Isola Dovarese,2005-01-01
2272,Via Tinelli,1,Farmacia Livraghi,Martin Pharma Srl,IT04028230169,26029,Soncino,2018-01-11
2273,Via S.Ambrogio,20,Gamba Carlo,,IT00890090194,26030,Malagnino,2005-01-01
2274,Via Giacomo Matteotti,17,Piusalute S.R.L.,,IT01628450197,26013,Crema,2018-01-08
2275,Piazza Guglielmo Marconi,1,Monti Giuseppe,,IT00918590191,26010,Ripalta Arpina,2005-01-01
2276,Via Roma,11,Massari Gianluca,,IT01465160339,26010,Fiesco,2014-01-12
2277,Via Risorgimento,2,Antica Pieve,,IT00932290190,26020,Palazzo Pignano,2005-01-01
2278,Via XI Febbraio,9,Tirloni Nicoletta,,IT00925980195,26010,Capergnanica,2005-01-01
2279,Piazza Liberta',4,Porta Venezia Ziliotti Guido,,IT00932690191,26100,Cremona,2005-01-01
2280,Piazza Liberta',3,Guarneri Andrea,,IT00940510191,26024,Paderno Ponchielli,2005-01-01
2281,Via Bissolati,78,Galli Rosanna,,IT00968020198,26100,Cremona,2005-01-01
2282,Via Giuseppe Mazzini,18,Farmacia Camozzi Snc,Camozzi Paola e C. Snc,IT01717410193,26020,Spinadesco,2020-01-03
2283,Via Umberto I,49,Taccani Giulio & C. Snc,,IT01014700197,26025,Pandino,2005-01-01
2284,Via Giacomo Matteotti,89,Franzini Dr.Sse Anna C. E Chiara Snc,,IT01014490195,26037,San Giovanni In Croce,2005-01-01
2285,Piazza Volpari,3,Baiaoni Pierpaolo,,IT02185770209,26010,Olmeneta,2007-01-09
2286,Via Guglielmo Marconi,24,Maculotti Enrico,,IT01027020195,26021,Annicco,2005-01-01
2287,Via Novella,131,Farmacia Ranieri Dott.Ssa Alessi Raneri,,IT01630630190,26010,Casaletto Ceredano,2016-01-05
2288,Via Roma,22,Camurri Paola,,IT01035230190,26010,Camisano,2005-01-01
2289,Via XX Settembre,60,Xx Settembre,Granata Fabio & C. Sas,IT01032790196,26013,Crema,2017-01-07
2290,Via Martiri Della Libert�,17,Santa Rita, Astorri Ma,IT01037570197,26023,Grumello Cremonese Ed Uniti,2017-01-07
2291,Via Lodi,29/1,Farmacia Damioli,Melegari Enrica & C. Sas,IT01663050191,26010,Dovera,2017-01-12
2292,Via Giacomo Matteotti,40,Portesani Anna Antonia,,IT01034960193,26028,Sesto Ed Uniti,2005-01-01
2293,Via Solferino,5,Pesadori,Piantelli Maurizio,IT01058330190,26012,Castelleone,2005-01-01
2294,Piazza Municipio,5/7,Castelverde Caviggia,,IT01360700197,26022,Castelverde,2009-01-06
2295,Via Giuseppe Garibaldi,61,Beluffi Luisa,,IT01084100195,26030,Volongo,2005-01-01
2296,Via Oglio,5,Cremona Farma S.R.L,,IT01689880191,26100,Cremona,2019-01-02
2297,Corso Giuseppe Garibaldi,191,F.Lli Guarneri Snc,dottorI Angelo e Massimo Guarneri,IT01094520192,26100,Cremona,2015-01-04
2298,Via Europa,33,Corbari Francesca,,IT01096490196,26040,Scandolara Ravara,2013-01-03
2299,Via Giacomo Matteotti,63,Bernelli Snc,Bernelli Maria Ester & Bernelli Lara,IT01339350199,26029,Soncino,2013-01-03
2300,Via Delma,21,Soncini Paride,,IT01972660342,26020,Genivolta,2005-01-01
2301,Via Quaini Bassa Casalmaggiore,64,Sinelli Maria Giacomina,,IT01143680195,26040,Pieve D'olmi,2005-01-01
2302,Via XXIV Aprile,34,Rolli Marino,,IT01844140200,26042,Cingia De'botti,2016-01-10
2303,Via Castello,1,Bonfanti Antonella,,IT12017720157,26026,Pizzighettone,2005-01-01
2304,Via Cereda,6,Farmacia Damioli,Melegari Enrica & C. Sas,IT01663050191,26027,Rivolta D'adda,2017-01-12
2305,Via Giani,2,Sarta,Sarta Roberto,IT01176040192,26019,Vailate,2008-01-01
2306,Via Gramsci,16,Quartaroli Umberto,,IT01178660195,26010,Vaiano Cremasco,2005-01-01
2307,Via Geroldi,40,Quartaroli Ugo,,IT01178650196,26010,Bagnolo Cremasco,2005-01-01
2308,Via Roma,7/9,Volpicelli Pia,,IT01190900199,26040,Bonemerse,2008-01-01
2309,Piazza Roma,17,Bodana Alessandro,,IT01209820198,26010,Corte De'frati,2005-01-01
2310,Via Filzi,40/E,S. Ambrogio,Leggeri Dr Guglielmo,IT01560940197,26100,Cremona,2017-01-07
2311,Via Liberta`,12,Conte Dott. Giuseppe,,IT01391120191,26020,Madignano,2017-01-07
2312,Piazza V. Emanuele II,33,Ferrario Federico,,IT01263660191,26027,Rivolta D'adda,2005-01-01
2313,Via C. Sguazzi,20,Palermo Emilia,,IT01265850196,26010,Robecco D'oglio,2005-01-01
2314,Via Stazione,27,Guida Dott. Alessandro,Dottori Donelli e Guida Snc,IT01270650193,26020,Acquanegra Cremonese,2005-01-01
2315,Via del Risorgimento,1,S. Barbara,dottor Fabio Cacciapuoti,IT02222050342,26020,Formigara,2005-01-01
2316,Piazza Giuseppe Garibaldi,25,Fratelli Pezzini,Pezzini Marco e Luca Snc,IT01256400191,26033,Pescarolo Ed Uniti,2010-01-10
2317,Via Barb�,40,Solzi,Ilaria Rossi,IT01581760194,26015,Soresina,2017-01-07
2318,Via Lazzaretto,46,Farmacia Ariano Srl,,IT03742920139,23848,Oggiono,2018-01-04
2319,Via Pedro Vasena,59,Barbone Snc,Dottori Francesco e Luigi Barbone,IT03552840138,23856,Galbiate,2017-01-07
2320,Via Roma,13,Baruffaldi Federi,,IT01942890136,23884,Castello Di Brianza,2005-01-01
2321,Via T. Da Belledo,8,Belledo Snc,,IT02087890139,23900,Lecco,2005-01-01
2322,Via la Santa,6,Ballestrasse Paolo,,IT03078750134,23862,Civate,2008-01-01
2323,Via Roma,96,Farmacie Lago E Monti S.N.C.,dottor S. Brambilla e P. Casiraghi,IT03704940133,23855,Pescate,2019-01-01
2324,Via Dante,16,Castellani S.N.C.,dottoressa Teresa Castellani Corradi & C.,IT03578760138,23892,Bulciago,2017-01-07
2325,Via E. Filiberto,93,Maggianico,,IT00417470135,23900,Lecco,2010-01-10
2326,Via Venini,2,Pedrani Dr.Ssa Adele Carla,,IT00287600134,23829,Varenna,2005-01-01
2327,Corso G. Matteotti,26,Castello Snc,dottorI Giovanni e Paolo Gerosa,IT03551870136,23900,Lecco,2017-01-07
2328,Via Vittorio Veneto,27,Cattaneo,,IT01681190136,23832,Margno,2005-01-01
2329,Via Gavazzi,6,Giglio,Cosimo Giglio e C. Snc,IT03413810130,23822,Bellano,2017-01-07
2330,Via Roma,1/A,Comunale,,IT00561530130,23831,Casargo,2005-01-01
2331,Piazza S.T. Gulfi,S.N.C.,Farmacia Comunale Esino Lario,,IT00432770139,23825,Esino Lario,2019-01-02
2333,Corso Bergamo,85/A,De Cortes Snc,Dottori Cesare e Diego De Cortes,IT03300240136,23900,Lecco,2011-01-05
2334,Via Cesare Battisti,14,Giacalone,,IT01475750137,23895,Nibionno,2010-01-10
2335,Via Redaelli,19/A,Farmacia,Olginate;dott.Ssa Anna Fedeli e C. S.N.C.,IT03707520130,23854,Olginate,2017-01-07
2336,Via FRATELLI CALVI,6/A,Farmacia Fioretta,Laura Maria Fioretta S.A.S.,IT03845730138,23801,Calolziocorte,2020-01-03
2337,Via Alessandro Manzoni,15,Farmacia Spataro Snc,Spataro Cammarata Mario & C.,IT03714770132,23826,Mandello Del Lario,2017-01-09
2338,Via Adamello,22,Farmacie Lago E Monti,Dottori Silvio Brambilla e Paolo Casiraghi S.N.C.,IT03704940133,23900,Lecco,2017-01-08
2339,Via NAZIONALE,65,Farmacia Lariana,Nodo Bandiera Srl,IT08870730960,23821,Abbadia Lariana,2019-01-02
2340,Via San Gottardo,24,Rivoltella Sas Dr. Franco Rivoltella & C.,,IT03231850136,23806,Torre De'busi,2013-01-03
2341,Piazza Mons. Citterio,14,Imperatori Sas,dottor Federico Gatto,IT03425510132,23868,Valmadrera,2017-01-07
2342,Lungo Lario Isonzo,18,Internazionale Snc,,IT00303270136,23900,Lecco,2017-01-07
2343,Via Cadorna,72/A,Matteucci,,IT11063060153,23865,Oliveto Lario,2005-01-01
2344,Via S. Antonio,14/A,Merati,,IT02330450962,23841,Annone Di Brianza,2005-01-01
2345,Via Provinciale,11/A,Farmacia Paganoni,dottor Marta Paganoni e C. S.A.S.,IT02990370138,23843,Dolzago,2019-01-01
2346,Viale Montegrappa,25,Montegrappa,,IT03130970134,23900,Lecco,2013-01-03
2347,Via Provinciale,67,Panzeri,,IT02088010133,23819,Primaluna,2005-01-01
2348,Via Provinciale,27,Farmacia Paoletti S.A.S.,Paoletti Lucia & C.,IT03761240138,23811,Ballabio,2018-01-06
2349,Corso Martiri Liberazione,93,Pescarenico Perini Marina,,IT04131600969,23900,Lecco,2005-01-01
2350,Viale Dante,52,Pontiggia,,IT01358270138,23900,Lecco,2005-01-01
2351,Via Roma,18,Prudenzano,,IT01892070135,23834,Premana,2008-01-01
2352,Via Roma,2/4,Rusconi,,IT01969650132,23814,Cremeno,2005-01-01
2353,Via Roma,122,Farmacia S. Gerolamo,dottoressa Raffaella Grena,IT03709760130,23808,Vercurago,2018-01-01
2354,Via Roma,54,San Valerio,,IT01503050138,23868,Valmadrera,2005-01-01
2355,Piazza Alessandro Manzoni,12,Farmacia Centrale,Robbio dottoressa Matilde e C. S.A.S.,IT03460710134,97057,Oggiono,2018-01-08
2356,Via Alessandro Manzoni,30,Farmacia Sodano Sas,dottoressa  Sodano Ornella,IT03797940131,23826,Mandello Del Lario,2019-01-02
2357,Via DE Gasperi,69,Tizzoni Snc,Tizzoni Bruna & C.,IT03390200131,23861,Cesana Brianza,2017-01-07
2358,Via Kennedy,177,Vannini Snc Dr.Ssa Fumi Maria Bambina & C.,,IT03194130138,23857,Valgreghentino,2009-01-10
2359,Via V. Emanuele II,31/D,Turconi Pierangelo,,IT02772600132,23815,Introbio,2005-01-01
2360,Via Parini,29,San Nicolo' Snc,,IT03081270138,23900,Lecco,2009-01-05
2361,Piazza Giuseppe Mazzini,1,Farmacia,Casatenovo Snc,IT03616680132,23880,Casatenovo,2017-01-07
2362,Via Manara,16,Basaglia Sas,,IT02211790130,23891,Barzano',2005-01-01
2363,Piazza Giuseppe Garibaldi,7,Farmacia Imbersago S.N.C.,D.Ssa Guendalina Pavarone e C.,IT03394260131,23898,Imbersago,2017-01-07
2364,Viale Rimembranze,1,Farmacia Brambilla S.N.C.,dottori Ernesto Ed Emanuele Brambilla,IT03738320138,23890,Barzago,2018-01-03
2365,Via Besozzi,1,Consonni,,IT02066690138,23876,Monticello Brianza,2005-01-01
2366,Via Manzoni,25,San Paolo Dott. Bonfanti Carlo,,IT03538220132,23873,Missaglia,2017-01-07
2367,Via Fabbricone,21,Pallavicini Marco,,IT03483730135,23887,Olgiate Molgora,2017-01-07
2368,Via Bergamo,24,Fantoni Fabia & C. Snc,,IT01635380130,23874,Montevecchia,2005-01-01
2369,Via Garibaldi,9,Farmacia,Calco Sas;riva dottorMariapaola e C.,IT02197440130,23885,Calco,2018-01-12
2370,Via Arnigo',5,Sirtori Snc,,IT02198760130,23896,Sirtori,2005-01-01
2371,Piazza Vittoria,18,Griffini,dottoressa Comotti Anna Clelia Rosa Maria,IT00035210137,23807,Merate,2013-01-03
2372,Via San Gaetano,76,Farmacia Rogoredo S.N.C.,dottorGiuseppe e Marzia Guarnieri e C.,IT03168330136,23880,Casatenovo,2017-01-07
2373,Via Milano,3,Lomagna Sas,dottor Antonino Polito & C,IT00706220134,23871,Lomagna,2013-01-03
2374,Via Spluga,23,Mauri,,IT01692550138,23870,Cernusco Lombardone,2005-01-01
2375,Via  Vittorio Emanuele,5/9,Pirola,Pirola Giovanni & C. Sas,IT02065110138,23883,Brivio,2017-01-07
2376,Via Brusadelli,32,Nava,,IT03535330132,23888,Rovagnate,2017-01-07
2377,Via Sernovella,7,Farmacia Dott. Pavarone,Pavarone dottor Piergiuseppe e C. S.N.C.,IT03230770137,23879,Verderio Superiore,2018-01-03
2378,Via Statale,12,Pirola Sas,,IT02065110138,23881,Airuno,2008-01-01
2379,Via Edison,19,Del Ponte,dottoresse Passalia Maristella e Neri Emma Maria Pia Snc,IT03088990134,23877,Paderno D'adda,2008-01-05
2380,Via Indipendenza,42,Plaisant,,IT00276770138,23899,Robbiate,2005-01-01
2381,Piazza Visconte di Modrone,18,Ravasi,dottoressa Ravasi Stefania & C. Snc,IT01578920132,23893,Cassago Brianza,2017-01-07
2382,Via Statale,107,S. Francesco Snc,dottoressa Alessia Biella,IT03331750137,23807,Merate,2017-01-05
2383,Via Ugo Merlini,15,Schiavi Enos,dottor Luigi Schiavi & C. Snc,IT02948110131,23873,Missaglia,2019-01-01
2384,Via Roma,85,Farmacia Motta S.A.S.,Motta Marco & C.,IT03761310139,23827,Lierna,2018-01-06
2385,Via Roma,73,Provasi,,IT02280420130,23900,Lecco,2005-01-01
2386,Via XI Febbraio,1,Rossino,,IT02486380161,23805,Calolziocorte,2010-01-10
2387,Via Statale,540,Bonato Nicoletta,,IT01688870185,23852,Garlate,2005-01-01
2388,Via Turati,45,S. Francesco,,IT02216720132,23900,Lecco,2005-01-01
2389,Corso Europa,71/F,San Giuseppe,,IT02309870133,23801,Calolziocorte,2010-01-09
2390,Via Roma,1,Farmacia Cervini Snc,Dottori Giampaolo Cervini e Chiara Cervini,IT03709970135,23875,Osnago,2017-01-09
2391,Via Cavour,19,Centrale,,IT01577660135,23900,Lecco,2005-01-01
2392,Viale Piave,20,Riva,,IT02354070134,23849,Rogeno,2005-01-01
2393,Via Roma,8,Farmacia,Barzio,IT03704940133,23816,Barzio,2019-01-01
2394,Via Giuseppe Verdi,1,Carenno Dr.Ssa Fiorella,Maira & C. Sas,IT02525760134,23802,Carenno,2013-01-03
2395,Via Alessandro Volta,34,Rocchi Maurizio,,IT02445170133,23864,Malgrate,2010-01-10
2396,Viale Alcide De Gasperi,10,Aldeghi Miglio Snc,,IT02449410139,23847,Molteno,2005-01-01
2397,Piazza Umberto I,8/9,San Marcellino,,IT05545700964,23813,Cortenova,2010-01-10
2398,Corso Monte S. Gabriele,18,Cuzzocrea Agata,,IT02526880139,23900,Lecco,2010-01-10
2399,Via Terzaghi,4,S. Ambrogio,Dottori G. Pancani e A. Garruti Snc,IT02557050131,23807,Merate,2005-01-01
2400,Via IV Novembre,25,Bellan,,IT03032830139,23851,Galbiate,2013-01-03
2401,Via Matteotti,54/1,Antica Farmacia,Lago Snc;santi Baraglia Simona e C. Snc,IT02637840139,23824,Dervio,2016-01-02
2402,Via Appiani,21,Garimberti Michele,,IT02650960137,23842,Bosisio Parini,2010-01-10
2403,Via Nazionale,22,Di Colico,Luca Lacorte e C. Snc,IT00845240142,23823,Colico,2016-01-02
2404,Via N. Sauro,12,Astoli Francesco,,IT03586220968,23845,Costa Masnaga,2005-01-01
2405,Via Papa Giovanni XXIII,2,Zanaboni,dottor Lino Zanaboni & C. Snc,IT02674880139,23844,Sirone,2013-01-03
2406,Via S. Bassiano,39,Comunale N.1,,IT11875320159,26900,Lodi,2005-01-01
2407,Via Italia,59/A,Farmacia Corbellini,Corbellini Raffaele e C. S.N.C.,IT10347040965,26900,Lodi,2018-01-10
2408,Piazza Della Vittoria,6,Manfrini,,IT09930350153,26900,Lodi,2005-01-01
2409,Piazza Vittoria,43,Barbieri - Dr. Storti,,IT07844330154,26900,Lodi,2005-01-01
2410,Via Marsala,8,Del Centro,,IT07924320968,26900,Lodi,2017-01-07
2411,Corso Roma,29,Giberti Snc,,IT00807880158,26900,Lodi,2005-01-01
2412,Corso Mazzini,7,Chioda,Riatti dottor Amedeo,IT03147690964,26900,Lodi,2017-01-07
2413,Via Grandi,6,Brusoni Francesco,,IT05394480965,26900,Lodi,2007-01-04
2414,Via Cavallotti,23,Comunale N.2,,IT11875320159,26900,Lodi,2005-01-01
2415,Viale Savoia,1,Comunale N.3,,IT11875320159,26900,Lodi,2013-01-03
2416,Viale Pavia,9,Comunale N.4,,IT11875320159,26900,Lodi,2005-01-01
2417,Strada Provinciale 107,39,Santagostino Snc,,IT05345010960,26817,San Martino In Strada,2013-01-03
2418,Via Premoli,18,Nuova,,IT06324090155,26815,Massalengo,2017-01-07
2419,Via Dante,50,Mortari Tullio,,IT00197340151,26839,Zelo Buon Persico,2005-01-01
2420,Via Quartiano,19,Vita Sas,,IT07560930963,26837,Mulazzano,2017-01-07
2421,P.zza Terraverde,10,Russomanno,,IT09756840154,26834,Corte Palasio,2005-01-01
2422,Via Berlinguer,6,Germani,,IT10890440158,26858,Sordio,2005-01-01
2423,Via Albert Bruce Sabin,2,Trinca,dottoressa Anna Paola Colombo,IT08881410966,26852,Casaletto Lodigiano,2017-01-07
2424,Via Roma,17,S. Caterina Sas Di,Corno Ornella & C.,IT09274160960,26853,Caselle Lurani,2017-01-07
2425,Via Vittorio Veneto,75,Scaramuzza,,IT11127610159,26857,Salerano Sul Lambro,2013-01-03
2426,Via Gramsci,1,Fioroni,,IT05062570964,26813,Graffignana,2013-01-03
2427,Via Nazione Unite,1,Asti,,IT04494810155,26854,Pieve Fissiraga,2005-01-01
2428,Via Giuseppe Garibaldi,2,Ferraresi Snc Dr. Ferraresi Guglielmo & C.,,IT05284720967,26812,Borghetto Lodigiano,2007-01-04
2429,Piazza V. Emanuele,27,Comunale,,IT11669330158,26866,Sant'angelo Lodigiano,2005-01-01
2430,Piazza Liberta',46,Centrale,,IT05894020154,26866,Sant'angelo Lodigiano,2005-01-01
2431,Via Umberto I,24,Lugli Snc,,IT07877930961,26866,Sant'angelo Lodigiano,2017-01-07
2432,Piazza 25 Aprile,1,Turanese,,IT01115340331,26828,Turano Lodigiano,2005-01-01
2433,Via Matteotti,1,Davidi,,IT07364410964,26867,Somaglia,2011-01-07
2434,Via XXV Aprile,5/1,Tronconi,,IT08753240962,26826,Secugnago,2017-01-07
2435,Via V. Veneto,22,Zangrandi,,IT04202550960,26849,Santo Stefano Lodigiano,2005-01-01
2436,Via Roma,155,S. Rocco Rossi Roberto,,IT04643940960,26865,San Rocco Al Porto,2008-01-01
2437,Via Del Cristo,8,Orlandi Dr. Daniela,,IT05745990969,26864,Ospedaletto Lodigiano,2013-01-03
2438,Piazza XXV Aprile,27,Vigani,,IT07209780969,26847,Maleo,2013-01-03
2439,Via Roma,142,Farmacia Orsi,,IT10011840963,26862,Guardamiglio,2019-01-01
2440,Viale Kennedy,21,De Micheli,,IT04967450968,26846,Corno Giovine,2005-01-01
2441,Via Vittorio Emanuele,5,Scacchi,,IT07835470969,26845,Codogno,2017-01-07
2442,Via Roma,62,Mocchi,Cavalli Carla,IT03185810961,26845,Codogno,2005-01-01
2443,Piazza Della Pace,4,Calza,,IT09760100157,26844,Cavacurta,2005-01-01
2444,Via Umberto I,30/B,Farmacia Castelnuovo Snc,,IT05126980969,26843,Castelnuovo Bocca D'adda,2017-01-07
2445,Via Castello 11,,Farmacia Chevallard Dr. Paolo Gabri,,IT09089320965,26842,Caselle Landi,2017-01-09
2446,Via Gramsci,1,Assc Farmacia Comunale,,IT11824270158,26841,Casalpusterlengo,2017-01-07
2447,Via F. Cavallotti,12,Farmacia Rossi S.N.C.,Rossi Anna e C.,IT09269390960,26841,Casalpusterlengo,2018-01-03
2448,Largo Casali,48,Ponti,,IT10477440159,26841,Casalpusterlengo,2005-01-01
2449,Via Garibaldi,84,Punzi,,IT07605440960,26821,Bertonico,2017-01-07
2450,Piazza XX Settembre,6,Navilli Snc,,IT11669760156,26845,Codogno,2005-01-01
2451,Via A. Gramsci,13,Farmacia Botti Dr.Ssa Adriana,,IT10277300157,26822,Brembio,2017-01-11
2452,Via della Chiesa,2,Cervignano,,IT01723350185,26832,Cervignano D'adda,2005-01-01
2453,Via Dei Mille,5,S. Biagio Snc,,IT12300290157,26845,Codogno,2005-01-01
2454,Via Emilio Conti,18,Genocchi Dr.Ssa Luisa,,IT12424850159,26824,Cavenago D'adda,2008-01-01
2455,Via Liberta',40,Gorla,,IT01418180152,26900,Lodi Vecchio,2005-01-01
2456,Via Mazzini,65,Popolare,,IT07273300157,20078,San Colombano Al Lambro,2005-01-01
2457,Via G. Monti,31,Centrale Snc,"Bosia Ernesta, Panciroli Chiara e Panciroli Andrea L.",IT11136340152,20078,San Colombano Al Lambro,2017-01-02
2458,Via Novasconi,1,Gandolfi Snc,,IT12454670154,26823,Castiglione D'adda,2005-01-01
2459,Piazza Bettino Craxi,1/A,Del Borgo,,IT02261470187,26851,Borgo San Giovanni,2013-01-03
2460,Via Emilia,44,Borsa Snc,Luciana e Carlamaria Borsa,IT09311920962,26838,Tavazzano Con Villavesco,2017-01-07
2461,Via Paullese,6,Farmacia Dott.,Pierro Dante S.N.C.;di Pierro Dante & C.,IT10521220961,26836,Montanaso Lombardo,2019-01-04
2462,Via G. Verdi,12,Frontori Sergio,,IT03015430964,26866,Castiraga Vidardo,2013-01-03
2463,Via G. Pallavicino,23,Farmacia San Fiorano Srl,,IT04099580989,26848,San Fiorano,2019-01-12
2465,Via Pio Rossi,2,Francigena,,IT07991130969,26863,Orio Litta,2017-01-07
2466,Via Risorgimento,71,Farmacia Padre Pio Dr. Bruno Matteo,,IT05431460962,26814,Livraga,2010-01-10
2467,Via Dante,3,San Clotilde Snc,,IT03711140966,26856,Senna Lodigiana,2005-01-01
2468,Via Milano,131,Maestrini Franco E C. Snc,,IT02203510207,46016,Viadana,2009-01-06
2469,Via Corridoni,30,Al Pozzo Si De Carli Giovanna E Marcella Snc,,IT02385100207,46100,Mantova,2013-01-01
2470,Piazza Giuseppe Mazzini,12,Balloni,Balloni Clara e C. Snc,IT02509420200,46042,Castel Goffredo,2017-01-07
2471,Via E. Ferri,42,Antica Farmacia Ghidini Anna,,IT02362630200,46027,San Benedetto Po,2017-01-07
2472,Piazza Giacomo Matteotti,18,Cremaschi Carlo,,IT00081240202,46035,Ostiglia,2005-01-01
2473,Via XXV Aprile,14,Bassano Manlio,,IT00011090206,46045,Marmirolo,2005-01-01
2474,Via XX Settembre,11,Berni Sas,Ferrari dottoressa Sandra e Berni dottor Francesco,IT02359170202,46024,Moglia,2017-01-07
2475,Via Carobbio,64/B,Terzi-asinari Snc,,IT02290960208,46030,Suzzara,2017-01-07
2476,Via Bresciani,2,Gastaldi Sergio Germano,,IT00012130209,46040,Gazoldo Degli Ippoliti,2005-01-01
2477,Via Trieste,49,Guerreschi Luigi,,IT00396070203,46030,Viadana,2005-01-01
2478,Piazza Ducale,29,Farmacie Boschesi,Boschesi dottor Gianluigi & C. Sas,IT02447890209,46018,Sabbioneta,2017-01-07
2479,Via Marconi,16/B,Zucchi Gabriella,,IT00630190205,46020,Carbonara Di Po,2005-01-01
2480,Corso Italia,63,Farmacia Zanella,Piero Zanella & C. S.A.S,IT02518370206,46036,Revere,2019-01-01
2481,Piazza De Gasperi,3,S. Pio X Snc,,IT02414930202,46100,Mantova,2005-01-01
2482,Piazza Giacomo Matteotti,60,Conti Giuseppe,,IT00423550201,46023,Gonzaga,2005-01-01
2483,Via XXV Aprile,79,Farmacie Boschesi,Boschesi dottor Gianluigi & C. Sas,IT02447890209,46010,Sabbioneta,2017-01-07
2484,Via Giuseppe Verdi,58,Cooperativa Mantovana,,IT00141370205,46100,Mantova,2005-01-01
2485,Via Degli Arduini,2/E,Bondeno,Ferrari Alessia e Schiavo Chiara & C. Sas,IT02224560207,46020,Gonzaga,2013-01-03
2486,Via Cantoni,19,Bertozzi Pietro,Sutti Nunzia & C Sas,IT02454440203,46030,Pomponesco,2017-01-07
2487,Piazza Roma,62,Donelli Giuseppe,,IT01242590204,46039,Villimpenta,2005-01-01
2488,Piazza Matteotti,18,Borgoforte,Mondini Ettore,IT02310730201,46030,Borgoforte,2015-01-08
2489,Via Roma,40,Cappellari Elvira,,IT02400730202,46040,Ponti Sul Mincio,2017-01-07
2490,Piazza Vittorio Emanuele Ii,2,Farmacia Fasoli,Gandini Giancarlo e C. S.A.S.,IT02510570209,46040,Monzambano,2018-01-05
